"2020-01-09","0","801","LZT00C","13272-2527","13272-2527BL","300","6","200","1200","201912A"
"2020-01-31","0","801","LZT00C","13272-2527","13272-2527BL","300","6","200","1200","201912A"
"2020-02-19","0","801","LZT00C","13272-2527","13272-2527BL","300","6","18","108","201912A"
"2020-01-09","0","114","LZT00C","13272-2527","13272-2527DW","300","9","200","1800","201912A"
"2020-01-31","0","114","LZT00C","13272-2527","13272-2527DW","300","9","200","1800","201912A"
"2020-02-19","0","114","LZT00C","13272-2527","13272-2527DW","300","9","18","162","201912A"
"2020-01-09","0","118","LZT00C","13272-2527","13272-2527DW2","300","9","200","1800","201912A"
"2020-01-31","0","118","LZT00C","13272-2527","13272-2527DW2","300","9","200","1800","201912A"
"2020-02-19","0","118","LZT00C","13272-2527","13272-2527DW2","300","9","18","162","201912A"
"2020-01-09","0","802","LZT00C","13272-2527","13272-2527PC","300","9","200","1800","201912A"
"2020-01-31","0","802","LZT00C","13272-2527","13272-2527PC","300","9","200","1800","201912A"
"2020-02-19","0","802","LZT00C","13272-2527","13272-2527PC","300","9","18","162","201912A"
"2020-01-09","0","804","LZT00C","13272-2527","13272-2527RE","300","9","200","1800","201912A"
"2020-01-31","0","804","LZT00C","13272-2527","13272-2527RE","300","9","200","1800","201912A"
"2020-02-19","0","804","LZT00C","13272-2527","13272-2527RE","300","9","18","162","201912A"
"2020-01-09","0","117","LZT00C","13272-2527","13272-2527TM","300","9","200","1800","201912A"
"2020-01-31","0","117","LZT00C","13272-2527","13272-2527TM","300","9","200","1800","201912A"
"2020-02-19","0","117","LZT00C","13272-2527","13272-2527TM","300","9","18","162","201912A"
"2020-01-09","0","802","LZT00C","13272-2527","13272-2527","300","9","200","1800","201912A"
"2020-01-31","0","802","LZT00C","13272-2527","13272-2527","300","9","200","1800","201912A"
"2020-02-19","0","802","LZT00C","13272-2527","13272-2527","300","9","18","162","201912A"
"2019-12-18","0","801","LZT00C","13272-2528","13272-2528BL","300","6","200","1200","201912A"
"2020-01-23","0","801","LZT00C","13272-2528","13272-2528BL","300","6","160","960","201912A"
"2019-12-18","0","114","LZT00C","13272-2528","13272-2528DW","300","9","200","1800","201912A"
"2020-01-23","0","114","LZT00C","13272-2528","13272-2528DW","300","9","160","1440","201912A"
"2019-12-18","0","118","LZT00C","13272-2528","13272-2528DW2","300","9","200","1800","201912A"
"2020-01-23","0","118","LZT00C","13272-2528","13272-2528DW2","300","9","160","1440","201912A"
"2019-12-18","0","802","LZT00C","13272-2528","13272-2528PC","300","9","200","1800","201912A"
"2020-01-23","0","802","LZT00C","13272-2528","13272-2528PC","300","9","160","1440","201912A"
"2019-12-18","0","804","LZT00C","13272-2528","13272-2528RE","300","9","200","1800","201912A"
"2020-01-23","0","804","LZT00C","13272-2528","13272-2528RE","300","9","160","1440","201912A"
"2019-12-18","0","117","LZT00C","13272-2528","13272-2528TM","300","9","200","1800","201912A"
"2020-01-23","0","117","LZT00C","13272-2528","13272-2528TM","300","9","160","1440","201912A"
"2019-12-18","0","802","LZT00C","13272-2528","13272-2528","300","9","200","1800","201912A"
"2020-01-23","0","802","LZT00C","13272-2528","13272-2528","300","9","160","1440","201912A"
"2019-12-25","0","151","LZT00C","13272-2535","13272-2535BL","300","18","300","5400","201912A"
"2020-01-31","0","151","LZT00C","13272-2535","13272-2535BL","300","18","52","936","201912A"
"2019-12-25","0","151","LZT00C","13272-2535","13272-2535DW","300","24","300","7200","201912A"
"2020-01-31","0","151","LZT00C","13272-2535","13272-2535DW","300","24","52","1248","201912A"
"2019-12-25","0","151","LZT00C","13272-2535","13272-2535PC","300","18","300","5400","201912A"
"2020-01-31","0","151","LZT00C","13272-2535","13272-2535PC","300","18","52","936","201912A"
"2019-12-25","0","112","LZT00C","13272-2535","13272-2535PC2","300","18","300","5400","201912A"
